id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
70820,City View - Sarah's double room.,360195,Sarah,,Windmill Hill,51.43994,-2.59173,Private room,41,3,179,2022-09-22,1.60,5,0,19,
117122,City Centre-Waterside Retreat,591555,Marcus,,Clifton,51.45051,-2.61054,Private room,96,1,172,2022-12-11,1.23,1,357,18,
176306,The White Room -  Central Bristol Art House Garden,708175,Orla,,Bedminster,51.44101,-2.60121,Private room,32,5,43,2022-11-23,0.35,1,33,4,
307634,"'The Sunset Room' Peaceful, Clear Home",1582810,Wendy,,Easton,51.46641,-2.55533,Private room,38,6,31,2022-11-29,0.46,3,169,7,
341227,Listed Georgian house in the heart of Bristol.,237360,Samantha,,Ashley,51.46661,-2.58709,Entire home/apt,664,2,109,2022-10-02,0.84,1,89,11,
390781,"Cosy large room nr TV studios, Paintworks & stores",1954565,Fiona,,Brislington West,51.44429,-2.55777,Private room,35,2,51,2022-11-03,0.39,2,0,7,
392215,"home from home, large double, light",1961385,Bea,,Brislington East,51.44177,-2.53744,Private room,19,90,25,2019-12-08,0.19,2,117,0,
399681,Historic Trym House - five star!,1941316,Kevin & Lesley,,Westbury-on-Trym & Henleaze,51.49508,-2.61715,Private room,80,2,91,2022-08-30,0.72,1,114,15,
407485,Bristol Luxury Garden Apartment,2029719,Ingrid,,Ashley,51.46941,-2.58166,Entire home/apt,93,2,312,2022-12-11,2.40,1,281,35,
421205,Paws welcome!,2094659,Lis,,Ashley,51.46547,-2.58458,Private room,35,1,190,2022-11-27,1.50,1,364,20,
422956,Modern inner city 3 bed eco house,2103297,Lois,,Redland,51.47331,-2.60598,Entire home/apt,205,2,395,2022-12-04,3.04,2,311,37,
554813,Central Double Room With Your Own Bathroom,2727252,Rich & Ray,,Lawrence Hill,51.45591,-2.57803,Private room,76,1,239,2022-12-11,1.87,1,44,48,
753655,Edwardian house in central Bristol,3647954,Cath,,Southville,51.44553,-2.60413,Private room,63,2,292,2022-10-24,2.40,3,162,20,
758894,"Clifton Village, superfast internet, car permits",3996407,Joanna,,Clifton,51.45524,-2.62168,Entire home/apt,163,3,450,2022-12-17,3.65,1,341,31,
832235,Luxury Double En Suite Bedroom,4356624,Claire,,Southville,51.44201,-2.61939,Private room,75,1,98,2022-09-05,1.05,1,355,3,
868888,Large double room with breakfast,4577089,Rohan,,Eastville,51.47305,-2.54617,Private room,30,7,9,2020-03-01,0.16,2,0,0,
870076,Cosy Single Bedroom in Southville,3647954,Cath,,Southville,51.44593,-2.60309,Private room,46,1,160,2022-01-16,1.34,3,240,1,
942226,BnB in Barn with 2 ensuite Bedrooms,2103297,Lois,,Redland,51.47513,-2.60474,Entire home/apt,145,2,322,2022-12-04,2.79,2,323,48,
975170,Double room in quiet LGBTQIA+ friendly home,5332833,Ashley,,Eastville,51.48256,-2.5546,Private room,32,3,99,2022-04-02,0.83,2,0,1,
995235,Clifton Towers Bristol B and B,5466703,Marie,,Clifton,51.45308,-2.61544,Private room,60,1,367,2022-12-09,3.30,1,353,61,
1033484,Tranquil Room near City Centre,5687726,Joanne,,Ashley,51.46307,-2.57982,Private room,39,2,359,2022-12-12,3.04,2,68,35,
1096853,"Lovely quiet, clean, Double Bed+Single, with tv",487598,Maggie,,Easton,51.46907,-2.56077,Private room,41,1,486,2022-12-20,4.17,3,84,50,
1096947,"Lovely quiet, clean, cosy room, Double Bed, tv",487598,Maggie,,Easton,51.46821,-2.56019,Private room,39,1,416,2022-09-05,3.58,3,50,21,
1166104,Private room in ‘Garden Square' Georgian townhouse,6386989,Anne + Iain,,Clifton,51.45169,-2.62087,Private room,35,7,78,2022-08-27,0.67,2,183,3,
1180148,"Beautiful big, quiet room w/ luxe bed + desk",6456324,Gavin,,Knowle,51.43859,-2.56536,Private room,48,2,34,2022-12-20,0.29,2,340,11,
1182074,"Twin/Super King size bed, Shirehampton, Bristol",6466360,Rebecca,,Avonmouth & Lawrence Weston,51.48503,-2.67242,Private room,30,1,29,2022-12-26,0.80,2,346,11,
1329265,"Excellent central location, perfect for visitors",7144675,Stephanie,,Lawrence Hill,51.45952,-2.57379,Private room,42,3,224,2022-12-12,1.95,1,80,18,
1337681,Stylish Family Home in Amazing Location,7254449,Tamsin,,Stoke Bishop,51.47366,-2.63905,Entire home/apt,643,7,19,2022-08-22,0.17,1,342,2,
1457693,Cosy single room with breakfast,4577089,Rohan,,Eastville,51.47371,-2.54602,Private room,25,20,15,2020-11-15,0.13,2,242,0,
1524396,Woodburner - Sarah's double room.,360195,Sarah,,Windmill Hill,51.43993,-2.59185,Private room,40,2,157,2022-08-26,1.39,5,0,8,
1536968,Blanket Box - Sarah's large Room,360195,Sarah,,Windmill Hill,51.44049,-2.5922,Private room,40,2,112,2022-06-19,1.24,5,0,4,
1623879,Homestay - Single Room in Bristol,8635028,John,,Henbury & Brentry,51.51255,-2.60012,Private room,24,3,180,2022-12-16,1.60,1,352,25,
1906645,"Sunny, stylish home-great location- Free Parking",9487977,Abi,,Cotham,51.46669,-2.59684,Entire home/apt,90,3,58,2022-11-30,0.75,1,0,9,
2028961,Single room in quiet LGBTQ friendly home,5332833,Ashley,,Eastville,51.48289,-2.55452,Private room,28,3,81,2021-11-21,0.75,2,32,0,
2164660,Lovely light attic room,5905890,Stella,,Easton,51.46988,-2.56336,Private room,36,1,223,2022-12-18,2.12,1,151,24,
2235568,A Cool Place in Montpelier !,11413122,Tony,,Ashley,51.46774,-2.58777,Private room,42,3,325,2022-12-07,3.04,3,130,32,
2403979,Entire family home near city centre,12286397,Bo,,Ashley,51.4702,-2.57579,Entire home/apt,250,2,14,2019-08-08,0.13,1,0,0,
2446524,A home away from home!,12510269,Namrata,,Clifton,51.46097,-2.62344,Private room,35,1,17,2020-10-20,0.26,2,150,0,
2523293,A stay in a home from home!,12510269,Namrata,,Clifton,51.46098,-2.62405,Private room,32,1,133,2022-08-24,1.27,2,179,8,
2548956,"Huge, bright, spacious double room",13019736,Jody,,Southmead,51.50372,-2.59014,Private room,36,1,368,2022-12-18,5.15,2,22,65,
2655363,Comfortable home in central Bristol,3647954,Cath,,Southville,51.4463,-2.60346,Entire home/apt,80,2,9,2021-08-10,0.30,3,13,0,
2793019,Cute Quirky Flat in Prime Location,13804437,Kathleen,,Ashley,51.46545,-2.58329,Entire home/apt,36,2,71,2022-04-20,0.68,1,0,8,
2819807,Small bright room in Clifton,14425470,Nuccia,,Clifton,51.45851,-2.62321,Private room,29,2,299,2020-03-12,2.86,1,55,0,
3365141,Quiet + large ensuite double room,7588995,Michael And Olivia,,Ashley,51.46816,-2.58244,Private room,50,1,410,2022-12-04,3.95,1,361,56,
3457246,lovely single room in quiet house,17422981,Kath,,Stockwood,51.41205,-2.55552,Private room,20,90,35,2020-12-31,0.34,1,194,0,
3457570,"Thyme Lodge, cabin in the garden",1961385,Bea,,Brislington East,51.44177,-2.53744,Entire home/apt,69,60,23,2019-09-03,0.23,2,114,0,
3468287,Double-bedroom to rent near city centre,17474076,Monica,,Lawrence Hill,51.46052,-2.56626,Private room,26,30,91,2022-10-16,1.02,2,188,3,
3490531,modern Clifton Town House,650181,Jeremy,,Clifton Down,51.46692,-2.60854,Private room,49,5,27,2022-11-17,0.26,2,79,8,
3490779,"Lovely quiet, clean room, Double Bed, tv",487598,Maggie,,Easton,51.46796,-2.56088,Private room,42,1,377,2022-10-14,3.65,3,84,53,
3635586,"Bright and airy 1-bed flat, nr Clifton & BBC",18332468,Zanna,,Clifton Down,51.46653,-2.61032,Entire home/apt,95,2,97,2022-12-04,0.96,1,136,12,
3766960,✓Walk Score 78✓6 Parking✓Garden✓King Bed✓Sun Patio,19298185,Roz,,Brislington West,51.43744,-2.55731,Entire home/apt,225,3,124,2022-12-20,1.42,1,53,37,
3788534,"Light, airy single room. 10mins walk from Centre.",19228735,Jude,,Southville,51.44525,-2.60523,Private room,38,2,213,2022-12-04,2.12,1,78,41,
3842170,Cosy Bristol garden flat opposite bakery,16735129,Jess,,St George Central,51.4610316767492,-2.54011832177639,Entire home/apt,81,2,10,2022-12-11,4.05,1,302,10,
3879902,Tranquil Double Room near City Centre,5687726,Joanne,,Lawrence Hill,51.46306,-2.57796,Private room,54,2,168,2022-12-16,1.65,2,342,21,
3906876,Luxury Harbour Side Apartment,20235167,Robert,,Hotwells & Harbourside,51.44923,-2.60908,Entire home/apt,257,7,43,2022-09-07,0.43,1,365,3,
3960179,FABULOUS!!!,20522861,Peter,,Avonmouth & Lawrence Weston,51.49699,-2.6466,Entire home/apt,195,7,1,2016-04-27,0.01,2,90,0,
3975847,"Victorian house, room with double bed and en suite",20605126,Val,,Clifton Down,51.47077,-2.61189,Private room,70,1,119,2022-12-04,1.61,2,82,28,
4035668,Double room  in Clifton overlooking the Downs,4147725,Toby,,Stoke Bishop,51.46677,-2.62052,Private room,85,2,25,2022-11-27,1.44,3,55,18,
4086139,"Beautiful room and bathroom, central location",21194896,Sue,,Cotham,51.46225,-2.59804,Private room,59,2,670,2022-11-06,6.63,1,158,31,
4130880,"Cosy double, parking, breakfast.",21295528,Helen,,Southville,51.44062,-2.60893,Private room,47,2,226,2022-08-29,2.39,3,239,3,
4249808,Georgian 1 bedroom House in Totterdown,22052738,Alicja,,Windmill Hill,51.44431,-2.58133,Entire home/apt,79,2,16,2022-08-31,0.39,1,1,4,
4315598,Amazing location  Heart of Bristol,7607380,Jerry And Jacqui,,Hotwells & Harbourside,51.44695,-2.6032,Private room,75,2,349,2022-12-11,3.50,2,353,16,
4466441,A piece of country in the city!,9253023,Suzan,,Eastville,51.47924,-2.54673,Private room,30,1,96,2022-04-30,0.98,1,1,3,
4521395,"Tranquil studio flat, easy access central Bristol",23421319,Ian,,Brislington East,51.45166,-2.54502,Entire home/apt,61,2,130,2022-12-05,1.35,1,58,12,
4531411,"Hill-top house with piano, near park",23494368,Charlotte,,Windmill Hill,51.43814468383789,-2.5913279056549072,Private room,48,6,193,2022-10-01,1.96,2,0,1,
4543852,Cosy Eco-Cabin with lake views,23560849,Ruby,,Eastville,51.47682,-2.55623,Entire home/apt,75,1,424,2021-11-15,4.29,2,0,0,
4575209,Private Room in shared house,23714913,Sue,,Ashley,51.4692895,-2.5906651,Private room,45,1,4,2022-12-18,3.75,2,79,4,
5027387,Franks Place,24770635,Kerry,,Stoke Bishop,51.47473,-2.62571,Entire home/apt,150,2,135,2022-10-31,1.40,1,283,23,
5032287,"Newly extended, Victorian 2bed in Greenbank w/loft",9698026,Danielle,,Eastville,51.4685,-2.55607,Entire home/apt,125,3,36,2022-04-19,0.40,1,0,1,
5267860,Central Bristol - gorgeous homely garden flat,27267193,Catherine,,Redland,51.4697,-2.59458,Entire home/apt,110,2,214,2022-12-16,2.74,1,352,48,
5295347,Gorgeous flat in Heart of Clifton,19389644,Jules,,Clifton Down,51.45888,-2.61033,Entire home/apt,79,1,386,2022-12-11,4.07,1,336,23,
5393069,Two bed flat Clifton+Balcony+Parkng,27954975,Johnie,,Clifton Down,51.4583,-2.60922,Entire home/apt,88,2,421,2022-12-12,4.52,3,195,45,
5496194,Sunny room in happy house,3309796,Becky & Rachel,,Lawrence Hill,51.46531,-2.56697,Private room,36,1,301,2022-12-20,3.16,1,13,61,
5566863,Family home in central Bristol,25648545,Rob,,Redland,51.47278,-2.59713,Entire home/apt,200,3,16,2022-07-18,0.19,1,222,2,
5613882,one double room,10368086,Sara,,Cotham,51.47158,-2.6111,Private room,90,1,62,2022-11-06,0.79,2,88,6,
5649344,Double room with amazing city views in family home,29271997,Katy,,Knowle,51.43865,-2.57297,Private room,55,2,25,2020-02-29,0.43,1,86,0,
5752786,4poster bed on buzzy Bristol road,29674675,Prue,,Redland,51.47619,-2.59096,Private room,50,1,288,2022-12-05,3.08,2,317,51,
5890872,"Private cosy flat, free road parking and garden",25846068,Liz And James,,Windmill Hill,51.43808,-2.59473,Entire home/apt,63,2,351,2022-12-04,3.74,1,329,50,
6127021,Large Light & airy ensuite room (private bathroom),13093021,Katie,,Central,51.4624,-2.60707,Private room,50,5,44,2022-12-24,0.48,3,168,9,
6307289,Large en-suite just off high street,4656507,Travis,,Redland,51.47087,-2.59366,Private room,42,45,9,2016-09-18,0.10,1,83,0,
6362232,Skyline view. Parking ensuite. kitchenette. B'fast,21295528,Helen,,Southville,51.44166,-2.6081,Private room,64,2,594,2022-10-09,6.49,3,225,31,
6374568,"Lovely, sunny single room (♀ only).",6353043,Cat,,Clifton,51.45308,-2.61842,Private room,40,1,11,2015-09-28,0.12,1,55,0,
6376019,Double room with private lounge and bathroom,5100050,Andy,,Ashley,51.46378,-2.58375,Private room,52,2,43,2022-08-17,0.47,1,220,4,
6388411,City centre 2 dbl bedroom & garden.,2914982,Syadid,,Lawrence Hill,51.45715,-2.58266,Entire home/apt,120,3,282,2022-12-05,3.06,1,199,42,
6399904,Lovely Double Room in Southville,27540782,Sophia,,Southville,51.4444,-2.60854,Private room,39,30,26,2021-07-03,0.28,3,207,0,
6406525,Large 2 bed 2 bath central sunny house,13685989,Juliet,,Redland,51.47295,-2.5931,Entire home/apt,250,5,18,2020-09-19,0.20,3,241,0,
6568875,Spacious 2 bed in the heart of Bristol,21160367,Sophie,,Clifton,51.45017,-2.62164,Entire home/apt,85,10,156,2022-11-13,1.69,2,280,9,
6654903,City centre double: with river views + breakfast,33952114,Mark And Corinne,,Hotwells & Harbourside,51.44693,-2.60373,Private room,69,2,90,2022-09-25,1.90,2,173,12,
6686556,Victorian 3 bedroom within easy reach of the city,6674235,Adam,,Brislington West,51.43704,-2.55269,Entire home/apt,231,2,21,2022-11-27,1.19,1,210,4,
6818070,2 DoubleBed Flat in Victorian home,29944566,Susie,,Ashley,51.47004,-2.5815,Entire home/apt,114,1,64,2016-12-11,0.72,1,329,0,
6874942,Garden Flat near Whiteladies Road with Parking,12329887,Sarah & Mark,,Clifton Down,51.46635,-2.61155,Entire home/apt,99,2,483,2022-12-21,5.27,1,206,75,
7126385,Lovely double room in family home,13093021,Katie,,Central,51.46088,-2.6071,Private room,45,5,47,2022-12-21,0.57,3,145,11,
7141508,Very Unique Bristol Harbour Apartment and Parking!,37400137,Angela,,Hotwells & Harbourside,51.45034,-2.60618,Entire home/apt,129,4,121,2022-11-29,1.34,1,232,20,
7159559,1 bed apartment - Central Bristol,37494463,Scarlett,,Lawrence Hill,51.45663,-2.58261,Entire home/apt,68,1,473,2022-12-12,5.30,1,274,110,
7333434,Charming and Light Victorian House,37134676,Sally,,St George West,51.4604,-2.55036,Entire home/apt,95,2,196,2022-11-20,2.17,1,63,25,
7366399,Beautiful large Victorian family home by park,14410812,Peter,,Ashley,51.47314,-2.5868,Entire home/apt,350,4,15,2022-09-05,0.17,2,241,2,
7409409,Cosy double bed near center,38822661,Joe,,Windmill Hill,51.43882,-2.59344,Private room,30,14,7,2022-12-12,0.08,1,31,2,
7591680,"Calm and lovely, near city centre",15930299,Simon,,Cotham,51.4637,-2.59529,Private room,30,7,13,2021-06-12,0.15,1,255,0,
7592135,Clifton Stylish 1 Bed & Parkng,35535415,Sally,,Clifton,51.45221,-2.6173,Entire home/apt,97,2,66,2022-11-28,0.73,1,72,12,
7738447,Living on the water,5063443,Joanna And Glyn,,Hotwells & Harbourside,51.44859,-2.61502,Entire home/apt,89,25,0,,,2,38,0,
7738952,Harbourside location - Private double room,5063443,Joanna And Glyn,,Hotwells & Harbourside,51.44845,-2.61649,Private room,68,2,299,2022-12-11,3.32,2,3,6,
7746625,Period family friendly home,40719797,Victoria,,Redland,51.47752329999999,-2.6063242,Entire home/apt,306,3,2,2022-09-02,0.44,1,120,2,
7784124,Coach House in Clifton Village,40952905,Cathy,,Clifton,51.45761,-2.61821,Entire home/apt,71,7,110,2022-11-04,1.23,1,154,11,
7824532,Four poster bed in a friendly family home.,6466360,Rebecca,,Avonmouth & Lawrence Weston,51.48589,-2.67212,Private room,30,1,36,2022-10-14,1.22,2,346,3,
7883245,Double room in excellent Clifton location,37533889,Sarah,,Clifton Down,51.45745,-2.60951,Private room,57,2,84,2022-06-18,0.94,2,175,10,
7883328,Cosy apartment near Clifton Village,41554814,Slim,,Clifton,51.45133,-2.61932,Private room,38,2,80,2022-09-14,0.90,1,27,7,
7900542,Spacious room in Victorian house,40009065,Lin & Jim,,Bishopston & Ashley Down,51.47926,-2.58416,Private room,61,1,220,2022-11-27,2.47,2,37,21,
7909436,Bristol self-catering studio+kitchen+parking,11877178,Jaya,,Knowle,51.43094,-2.56538,Entire home/apt,60,2,414,2022-12-20,4.70,2,354,48,
8025707,Quiet en-suite Attic Room with blackout blinds,40009065,Lin & Jim,,Bishopston & Ashley Down,51.48012,-2.585,Private room,47,1,240,2022-12-16,2.69,2,103,31,
8097937,"Lovely, sunny, double room",18833150,Andrew,,Redland,51.47828,-2.59379,Private room,35,1,383,2020-03-15,4.32,1,0,0,
8142384,Charming loft room with own shower,41369557,Jonathan,,Ashley,51.46985,-2.58821,Private room,45,2,1,2015-09-05,0.01,1,360,0,
8161251,A lovely kingsize room in Horfield,39471780,Daniel  & Jess,,Horfield,51.49404,-2.57874,Private room,37,1,120,2022-12-18,1.35,1,284,18,
8387021,Lovely light and airy double room,17474076,Monica,,Lawrence Hill,51.461,-2.56627,Private room,25,31,42,2022-12-01,0.47,2,221,1,
8459588,King size bed and spacious bedroom,36473704,Bego,,Easton,51.45585,-2.55375,Private room,47,1,25,2022-12-11,0.28,1,0,1,
8529713,"Stunning House, Amazing Views, Kid Friendly",7862664,James,,Ashley,51.46905,-2.5859,Entire home/apt,250,6,16,2022-08-12,0.18,1,136,1,
8544115,South Bristol - Bright Loft Space,44979965,Chris,,Bedminster,51.43263,-2.62532,Private room,55,1,172,2019-11-17,1.95,2,211,0,
8578293,"City View, Woodburner or Blanket Box room.",360195,Sarah,,Windmill Hill,51.44024,-2.59174,Private room,41,1,80,2022-11-27,0.91,5,2,16,
8776062,"Single, warm, cosy, inviting bedroom",46005110,Liza,,Brislington East,51.45298,-2.54437,Private room,60,5,31,2022-10-14,0.37,1,363,7,
8853045,"Bright, clean double room, central in vibrant area",46354944,Julie,,Bedminster,51.43769,-2.61332,Private room,45,1,187,2022-08-20,2.22,1,86,11,
8862690,Garden View Double Room in Southville,27540782,Sophia,,Southville,51.44463,-2.60799,Private room,38,3,9,2018-10-18,0.12,3,31,0,
8967035,Cosy apartment close to city centre,46861775,Kath And Hamish,,Knowle,51.43207,-2.56314,Entire home/apt,56,2,156,2022-10-25,1.80,1,302,18,
8967044,Quirky family home with view and large garden.,45271036,Clare,,Eastville,51.47761,-2.55623,Entire home/apt,200,2,34,2022-02-06,0.40,1,45,1,
9271329,Beautiful Converted Chapel,9695611,Katina,,Ashley,51.46488,-2.58804,Entire home/apt,120,3,38,2022-07-18,0.44,1,0,4,
9311416,Quiet room overlooking garden & park,32885609,Jill,,Southmead,51.50014,-2.60741,Private room,33,1,110,2022-11-17,1.35,1,70,23,
9345415,Relaxing room in Easton,43412115,Paul,,Easton,51.46584,-2.56236,Private room,31,2,105,2022-12-11,1.21,1,62,8,
9399571,Holiday House in Clifton Bristol UK,48697404,Joanna,,Clifton Down,51.4674,-2.61295,Entire home/apt,179,2,116,2022-11-06,1.37,1,328,7,
9408981,"Double loft room, Bristol",48788064,Sheila,,Westbury-on-Trym & Henleaze,51.4929,-2.61328,Private room,48,1,345,2022-12-23,3.98,2,322,91,
9521652,"Studio,  Old City Centre",27954975,Johnie,,Central,51.4544,-2.59404,Entire home/apt,66,2,338,2022-12-05,4.01,3,313,62,
9559959,Cosy courtyard studio near Bristol Harbourside,43800815,Angela,,Southville,51.44177,-2.59967,Entire home/apt,77,1,623,2022-11-07,9.09,3,0,142,
9598461,Welsh Back – In the Bristol's heart,34880118,Giuseppe,,Central,51.45141,-2.59257,Private room,47,3,4,2018-06-17,0.05,1,150,0,
9751748,"Second Double Loft, Bristol.",48788064,Sheila,,Westbury-on-Trym & Henleaze,51.49518,-2.61122,Private room,36,1,9,2022-09-04,0.10,2,347,2,
9899518,"Guest suite. Double bed, free parking, nr. Clifton",130292748,Margaret,,Stoke Bishop,51.47149,-2.63838,Entire home/apt,71,3,133,2022-12-10,1.56,1,289,20,
9905613,Super Comfortable Double Bedroom in Redland,19047046,Maria,,Cotham,51.46908,-2.6081,Private room,60,1,155,2022-12-14,2.96,1,164,52,
9994005,"Amazing Bedsit off Glouc Rd, breakfast & bathroom.",18847816,Alison,,Bishopston & Ashley Down,51.48624,-2.58871,Private room,50,2,119,2022-12-18,1.42,3,166,22,
10084839,Beautiful victorian family house - free parking,17045922,Martin,,Ashley,51.47397,-2.58652,Entire home/apt,500,5,23,2021-08-28,0.29,1,197,0,
10226253,Double bed & sofa bed in friendly home,43414173,Jud,,Lawrence Hill,51.46695,-2.56771,Private room,38,1,47,2017-04-17,0.56,1,235,0,
10261054,"Beautiful, period flat in Clifton",15191883,Pablo,,Clifton,51.45487,-2.61374,Entire home/apt,100,21,51,2022-09-17,0.64,1,270,6,
10267156,"Cosy Single room nr Gloucester Rd, share bathroom.",18847816,Alison,,Bishopston & Ashley Down,51.48522,-2.58819,Private room,45,2,87,2022-11-27,1.04,3,163,10,
10338400,Lovely 2 Double Bedroom Garden Flat,53204091,Jo,,Cotham,51.46919,-2.60552,Entire home/apt,110,3,146,2022-12-11,1.73,1,71,28,
10479975,Lovely 1-bedroom flat in the heart of the city,53958074,Amy,,Central,51.4553343,-2.6002861,Entire home/apt,97,3,6,2022-12-12,1.57,1,334,6,
10543590,Simple Room in Speedwell close to the park.,1955449,Laura,,Hillfields,51.46766,-2.52343,Private room,20,1,6,2022-12-05,1.30,1,172,6,
10576200,Stylish apartment with the best view in Bristol,54559330,Sam,,Ashley,51.47166,-2.58064,Entire home/apt,115,2,54,2022-09-05,1.15,2,134,7,
10670402,Studio apartment over detached double garage.,52557181,David,,Avonmouth & Lawrence Weston,51.49493,-2.63919,Entire home/apt,63,2,35,2020-04-05,0.44,1,0,0,
11039548,Comfortable family Victorian home.,13605217,Sarah,,St George West,51.4588,-2.54615,Private room,28,1,18,2016-10-24,0.22,1,334,0,
11086498,Totterdown double room near Temple Mead's Station,7852250,Tim,,Windmill Hill,51.44431,-2.58044,Private room,63,2,90,2022-11-19,1.09,2,319,17,
11237429,"Central , quiet double room with own bathroom",9447591,Alia,,Knowle,51.43414667848515,-2.5834165576721113,Private room,70,3,0,,,2,362,0,
11255331,4th floor contemporary apartment,58731668,Briony,,Central,51.46104,-2.60168,Entire home/apt,75,2,136,2022-09-14,1.66,1,182,29,
11264516,Clifton - Georgian townhouse for up to 9 guests,6386989,Anne + Iain,,Clifton,51.45139,-2.62042,Entire home/apt,425,3,29,2022-08-07,0.37,2,1,3,
11311871,"Cosy garden flat, Clifton, with parking",20787677,Candia,,Clifton,51.45319,-2.61554,Entire home/apt,127,3,190,2022-09-24,2.29,1,178,15,
11395576,Double bedroom with ensuite bath,33801004,Jessica,,Bedminster,51.44094,-2.60298,Private room,35,100,29,2017-04-13,0.35,1,161,0,
11417033,"Large boutique apartment, park views and garden",35362588,Jason,,Brislington West,51.44052505493164,-2.5592401027679443,Entire home/apt,68,1,327,2022-12-12,3.93,1,303,14,
11451676,Bohemian Georgian Luxury in Centre,18414383,Jess,,Hotwells & Harbourside,51.45382,-2.60406,Private room,82,4,33,2018-06-29,0.40,2,1,0,
11515357,Cottage in Clifton Village,14130227,Anita,,Clifton,51.45452,-2.62392,Entire home/apt,191,3,117,2021-12-21,1.44,1,0,0,
11518739,"Small room in Clifton Mews house, Free Parking",58067723,Nicki,,Clifton,51.45798,-2.62536,Private room,44,1,87,2022-02-27,1.05,1,0,2,
11529140,Spacious room in Southville,60676521,Sharon,,Southville,51.44268,-2.60575,Private room,48,2,230,2022-12-16,2.79,2,290,27,
11545539,"Gold Room. Compact Double, kitchenette & Desk.",31999039,Anita,,Easton,51.46799,-2.56606,Private room,49,2,52,2022-11-07,0.63,4,363,29,
11620357,Stunning apartment in great location,61538404,Lindon,,Cotham,51.46514,-2.60184,Entire home/apt,148,4,56,2022-11-29,0.79,3,179,11,
11655698,"Rear Garden View, Large Bedroom with King Size Bed",53473700,Jon,,Brislington West,51.43775,-2.55833,Private room,34,4,41,2019-09-04,0.50,1,262,0,
11676391,"Rustic, light and spacious double room in Easton",29264344,Sarah,,Easton,51.46346,-2.562,Private room,31,2,22,2020-02-28,0.47,4,43,0,
11676688,Large light and homely master bedroom in Easton,29264344,Sarah,,Lawrence Hill,51.46229,-2.56372,Private room,29,2,34,2020-03-24,0.41,4,45,0,
11720290,Cosy large light double room in Easton,29264344,Sarah,,Easton,51.46389,-2.56261,Private room,29,2,51,2020-03-16,0.62,4,43,0,
11864632,Comfortable and Clean Flat - Great Location,10680012,Cath,,Ashley,51.47112,-2.59131,Entire home/apt,78,1,811,2022-12-23,10.14,1,315,158,
11870221,Beautiful Georgian apartment in Clifton village,63283559,Joanna,,Clifton,51.45392,-2.62261,Entire home/apt,155,6,47,2022-08-29,0.60,1,1,3,
11901776,"Unique Converted Warehouse Flat, Central Bristol",48064237,Chris,,Lawrence Hill,51.45845,-2.57852,Entire home/apt,186,2,232,2022-12-04,3.42,1,53,19,
12124943,"Southville, Bristol - beautiful large double room",60676521,Sharon,,Southville,51.44429,-2.60625,Private room,51,3,176,2022-12-17,2.24,2,275,21,
12187361,2 Bedroom House 10 mins from the centre. St Judes,65499435,Brett,,Lawrence Hill,51.45941,-2.57554,Entire home/apt,111,1,470,2022-11-28,5.75,2,302,68,
12247664,Large double room in prime location,14410812,Peter,,Bishopston & Ashley Down,51.475,-2.58646,Private room,200,2,3,2022-03-20,0.04,2,0,1,
12343517,"1 Bed Apartment, Free Parking, Near Clifton",3234189,Conrad,,Stoke Bishop,51.4745,-2.6375,Entire home/apt,76,28,25,2019-03-11,0.31,1,1,0,
12421850,Cleyro Apartments - Finzels Reach 2 Bedroom Deluxe,60611927,Marianna,,Central,51.4539,-2.58762,Entire home/apt,199,1,31,2022-11-12,0.38,3,122,2,
12422528,Cleyro Apartments - Finzels Reach 2 Bed Superior,60611927,Marianna,,Central,51.45389,-2.58702,Entire home/apt,219,1,69,2022-11-14,0.85,3,365,11,
12828793,Two double rooms with kitchenette in Totterdown,18879799,Katherine & Suresh,,Windmill Hill,51.44042,-2.57154,Entire home/apt,119,1,323,2022-12-19,3.99,2,82,55,
12987193,5* Hotel Quality Living - 10mins from City,65463753,Kiron,,Henbury & Brentry,51.50531,-2.61259,Entire home/apt,796,1,122,2022-12-04,1.53,1,142,20,
12999409,Double Room 2.,57242974,John,,Eastville,51.4748,-2.55877,Private room,35,2,39,2021-06-21,0.49,5,120,0,
13037490,Beautiful Spacious Home From Home,3628003,Miltos,,Westbury-on-Trym & Henleaze,51.47725,-2.61101,Private room,150,1,92,2022-12-04,1.19,1,42,31,
13091537,Beautiful spacious flat with great garden views,48962068,Sula,,Lockleaze,51.47722,-2.57221,Entire home/apt,58,2,7,2018-10-07,0.10,1,0,0,
13119191,A Sunny Room In Montpelier,11413122,Tony,,Ashley,51.46714,-2.58716,Private room,40,4,117,2022-12-15,1.49,3,104,22,
13133203,modern gem,20522861,Peter,,Avonmouth & Lawrence Weston,51.49722,-2.64567,Entire home/apt,175,7,1,2022-02-13,0.09,2,90,1,
13237892,Double room with kitchenette & shower (Totterdown),18879799,Katherine & Suresh,,Windmill Hill,51.44034409356578,-2.5715451404997776,Entire home/apt,72,1,292,2022-12-23,3.64,2,68,27,
13269461,Double room in self contained annex,54046046,Jilly,,Bishopston & Ashley Down,51.48457,-2.59501,Entire home/apt,60,2,192,2022-10-30,2.56,1,27,19,
