id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32330644,Cosy Bristol flat,95156661,Graham,,Lockleaze,51.48738479614258,-2.5671350955963135,Private room,32,4,23,2022-09-13,0.49,2,8,4,
32334406,"LOVELY 2 BEDROOM FLAT, ENTIRE PLACE, EASTVILLE",159464911,Ihsan,,Lockleaze,51.47498,-2.56692,Private room,75,1,8,2019-07-20,0.17,1,0,0,
32349932,"Warm, spacious single in quiet period house",197909305,Andy,,Cotham,51.46977,-2.60628,Private room,48,2,42,2022-11-27,0.89,3,11,3,
32351591,"Warm, spacious double in quiet period house",197909305,Andy,,Cotham,51.46982,-2.60483,Private room,56,2,53,2022-12-04,1.13,3,11,5,
32351662,"Sleeps 6, 2 bed. Close to Temple Meads railway",125651447,Your Apartment,,Brislington West,51.44349,-2.55485,Entire home/apt,145,1,11,2022-05-06,0.28,67,357,2,
32471652,Room v near Southmead hospital,83768162,Ernst,,Horfield,51.48902,-2.58901,Private room,30,1,30,2022-12-07,0.64,4,9,25,
32484335,Large light room in Easton for WOMEN ONLY,216097975,Laura,,Easton,51.46595,-2.56258,Private room,29,1,127,2022-12-22,2.73,2,8,50,
32512839,"Apartment in Quiet, City Centre, Historic Building",244295459,Elizabeth,,Lawrence Hill,51.45562,-2.58297,Entire home/apt,106,3,78,2022-12-06,1.78,1,162,36,
32523240,Family home stay that also supports the homeless,6410293,Polly,,Easton,51.46355,-2.55686,Entire home/apt,100,1,42,2022-08-28,0.90,1,0,13,
32548284,Georgian Home for Comfort and Rest,244585989,David,,Cotham,51.47125,-2.60961,Private room,28,1,91,2020-03-15,1.95,1,87,0,
32608994,Bright & airy double room nr popular North Street,11144283,Lucy,,Bedminster,51.4364,-2.60852,Private room,35,2,9,2019-07-14,0.20,2,296,0,
32624841,"Experience Bristol & Bath; Sunny, Hip, Central apt",8185082,Roxy,,Lawrence Hill,51.45595,-2.57914,Entire home/apt,123,2,114,2022-11-25,2.45,2,301,38,
32728599,Duplex! Penthouse! Private Rooftop!  Location!,152788806,Pass The Property,,Lawrence Hill,51.45747,-2.58088,Entire home/apt,188,3,55,2022-08-18,1.19,21,93,16,
32835191,Modern Studio w/Kitchen in Quiet Suburb,52701992,Rosie,,Avonmouth & Lawrence Weston,51.48485,-2.67568,Entire home/apt,71,14,21,2022-12-10,0.70,1,251,10,
32886255,⭐️Beautiful 2 Bedroom House In St Werburgs⭐️,247001143,Pauline,,Bishopston & Ashley Down,51.47551,-2.57666,Entire home/apt,294,2,0,,,1,267,0,
33085525,"Studio 28, a stylish, sunny, studio apartment",12535455,Gabrielle,,Bishopston & Ashley Down,51.48361,-2.58312,Entire home/apt,47,2,205,2022-12-11,4.49,1,129,67,
33111243,Deluxe Double Room above a funky pub,32515363,Willow,,St George West,51.45913,-2.55341,Private room,103,1,2,2021-08-13,0.07,3,363,0,
33126419,Spacious Clifton flat with private courtyard,249378606,Benjamin,,Clifton Down,51.46674,-2.61623,Entire home/apt,137,5,48,2022-12-25,3.36,1,201,33,
33159173,Bright room in quiet homely flat on North St,29126981,Lauren,,Bedminster,51.44084,-2.60412,Private room,30,2,5,2019-09-20,0.12,2,2,0,
33211242,The Hubert,125651447,Your Apartment,,Ashley,51.461,-2.58426,Entire home/apt,206,1,48,2022-12-07,1.05,67,350,12,
33266492,Quiet private double room in Victorian terrace,22299882,Eliana,,Lawrence Hill,51.46772,-2.56827,Private room,39,1,7,2019-04-28,0.15,1,0,0,
33291040,City Hideaway with hot tub (family/couples only),104129631,Richard,,St George Troopers Hill,51.45472,-2.53249,Entire home/apt,162,2,261,2022-12-11,5.87,1,308,63,
33307058,Spacious Clifton Village garden apartment,10315523,Debbie,,Clifton,51.45505,-2.61528,Entire home/apt,128,3,18,2022-08-18,0.43,1,0,5,
33309577,"Family friendly house. 4 beds, 3 reception rooms.",109506458,Amy,,Eastville,51.47651,-2.53991,Entire home/apt,200,5,5,2019-10-20,0.11,2,207,0,
33314388,Lovely room to rent in Victorian house,64805680,Amanda,,Easton,51.46246,-2.55982,Private room,45,1,40,2022-12-11,0.91,1,81,19,
33361823,Modernised and spacious family home.,251312494,Jen,,Avonmouth & Lawrence Weston,51.49357,-2.67951,Entire home/apt,202,2,51,2022-11-27,1.23,1,363,21,
33378621,⭐  AMAZING House ⭐ Free Parking! 🚙⭐ Location! ⭐,251463576,Remi Martins,,Southville,51.441078,-2.612027,Entire home/apt,234,2,65,2022-12-05,1.44,2,355,6,
33384562,Brunel's Loft Apartments - No.1 - Your Apartment,125651447,Your Apartment,,Lawrence Hill,51.44733,-2.57494,Entire home/apt,93,1,9,2022-08-06,0.21,67,343,3,
33388257,Brunel's Loft Apartments - No.2 - Your Apartment,125651447,Your Apartment,,Lawrence Hill,51.44676,-2.57447,Entire home/apt,86,1,3,2022-04-22,0.13,67,347,1,
33389220,Victorian School House conversion in Upper Knowle,8410742,Zoe,,Knowle,51.4353,-2.56527,Private room,55,3,11,2022-10-16,0.29,1,89,7,
33422560,Exquisite & Elegant - Central and Peaceful.,251778415,Max,,Clifton,51.45053,-2.61442,Entire home/apt,88,2,150,2022-09-25,3.47,1,115,44,
33492080,"Cosy, creative garden flat in Easton",6470448,Jenny,,Easton,51.46251,-2.55717,Entire home/apt,65,2,36,2022-11-06,0.82,1,5,15,
33515556,"Bright, cosy studio apartment in Stokes Croft",17782869,Christabel,,Ashley,51.46054,-2.58652,Entire home/apt,105,2,91,2022-09-30,2.08,1,270,11,
33538344,"Light, Bright 2 Bedroom House ⭐️Private Garden⭐️",252721506,Aneta,,Lawrence Hill,51.46628,-2.57196,Entire home/apt,60,2,4,2022-05-29,0.09,1,0,1,
33605960,Lovely cosy ENTIRE home in Easton,216097975,Laura,,Easton,51.46791,-2.5624,Entire home/apt,84,2,8,2022-09-01,0.18,2,0,4,
33616612,"Stunning, spacious boutique apartment close to BBC",51686051,Michael,,Cotham,51.465786,-2.599881,Entire home/apt,93,30,3,2022-09-03,0.12,17,88,2,
33640858,Beautiful apartment in Clifton Wood area + parking,185237699,Andrey,,Clifton,51.4548,-2.61092,Entire home/apt,119,1,13,2022-02-20,0.29,1,0,3,
33700602,Self-contained garden annexe,254030818,Silvia,,Henbury & Brentry,51.50576,-2.62724,Entire home/apt,55,2,38,2020-12-27,0.85,1,149,0,
33704103,King Room,254057759,Natasha,,Hotwells & Harbourside,51.4548,-2.6061,Private room,130,1,6,2022-07-26,0.26,3,352,3,
33704926,Double Room,254057759,Natasha,,Hotwells & Harbourside,51.45598,-2.60603,Private room,124,1,14,2022-10-25,0.69,3,347,5,
33705130,Single Room,254057759,Natasha,,Central,51.45625,-2.60584,Private room,64,1,20,2021-12-19,0.74,3,352,0,
33707581,The Rodney Hotel - Double Room,254083013,The Rodney Hotel,,Clifton,51.45645,-2.61897,Private room,74,1,9,2022-02-06,0.25,3,359,2,
33707732,The Rodney Hotel - Small Double Room,254083013,The Rodney Hotel,,Clifton,51.45496,-2.61863,Private room,68,1,17,2022-08-31,0.47,3,357,5,
33707811,The Rodney Hotel - Single Room,254083013,The Rodney Hotel,,Clifton,51.4557,-2.61871,Private room,50,1,20,2022-10-24,0.71,3,359,12,
33763876,Family Room,254524614,The Washington,,Clifton Down,51.4586,-2.61123,Private room,79,1,27,2022-12-22,0.75,6,340,22,
33764113,King Room,254524614,The Washington,,Clifton Down,51.45945,-2.6101,Private room,78,1,2,2022-07-08,0.14,6,351,1,
33764190,Double Room,254524614,The Washington,,Clifton Down,51.45945,-2.61085,Private room,68,1,10,2022-12-22,0.90,6,359,10,
33764271,Twin Room,254524614,The Washington,,Clifton Down,51.45872,-2.60977,Private room,68,1,35,2022-12-06,1.97,6,360,30,
33764353,Single Room,254524614,The Washington,,Clifton Down,51.45928,-2.60941,Private room,48,1,17,2022-12-21,1.00,6,360,15,
33764428,Single Room with shared bathroom,254524614,The Washington,,Clifton Down,51.45994,-2.6094,Private room,43,1,38,2022-11-26,2.49,6,359,35,
33907148,"Kestrel room, Double Bed room, Frenchay Common",234694654,Barry,,Frome Vale,51.49241,-2.52116,Private room,55,1,11,2022-10-17,0.26,1,324,1,
34006701,Homely Victorian house near city centre,28491567,Daniel,,Ashley,51.46696,-2.57792,Entire home/apt,95,3,4,2021-07-25,0.10,1,0,0,
34047417,"En-suite, Kingsize, Attic room.",109506458,Amy,,Eastville,51.4778,-2.54134,Private room,50,2,37,2022-10-31,0.83,2,266,1,
34057880,higgihaus 7 Bed Large House Big Groups Best,164934575,Luke,,Clifton Down,51.4666,-2.60818,Entire home/apt,721,2,58,2022-12-04,1.35,7,110,25,
34168114,Cleyro Apartments - Finzels Reach 1 Bedroom Deluxe,60611927,Marianna,,Central,51.45518,-2.58924,Entire home/apt,159,1,9,2022-10-17,0.20,3,365,8,
34221336,Bright spacious loft room with en-suite in Bristol,40471345,Sally,,Bedminster,51.43983,-2.61131,Private room,73,2,76,2022-11-25,1.81,1,85,18,
34242088,Clifton Village Victoria Sq Large Apt 2 Bed/2 Bath,31202667,Sue,,Clifton,51.45598,-2.61645,Entire home/apt,102,2,207,2022-12-22,5.02,1,279,83,
34300862,"Calm, stylish double ensuite. Free WiFi & parking",12908465,Db,,Windmill Hill,51.43823,-2.58938,Private room,42,2,63,2021-11-07,1.46,1,143,0,
34375869,Newly refurbished flat near train station & centre,60695590,Zoe,,Windmill Hill,51.44147,-2.58049,Entire home/apt,101,3,18,2022-12-22,5.00,1,167,18,
34445544,Room with Private Bathroom in large Victorian Flat,59376561,James,,Redland,51.47297,-2.60823,Private room,47,2,62,2022-12-18,1.42,1,32,28,
34477631,"Friendly family home, double bed, close to centre",260249073,Nita,,Filwood,51.42933,-2.59346,Private room,34,1,177,2022-12-17,4.07,1,108,59,
34505914,"Comfortable room, quiet road with easy parking.",260432780,Caroline,,St George Troopers Hill,51.45765,-2.54099,Private room,28,1,85,2022-12-24,1.95,1,51,44,
34566626,Rowan Tree #8 - Your Apartment,125651447,Your Apartment,,Cotham,51.46321,-2.60058,Entire home/apt,173,1,6,2022-04-12,0.15,67,255,1,
34573443,Double Sleeper,13236513,Errol,,Easton,51.46504,-2.56181,Private room,43,1,54,2022-12-11,4.48,1,353,54,
34584604,Rowan Tree #7,125651447,Your Apartment,,Cotham,51.46161,-2.5998,Entire home/apt,250,1,4,2022-07-13,0.09,67,352,1,
34584845,Rowan Tree #6 - Your Apartment,125651447,Your Apartment,,Cotham,51.46144,-2.60024,Entire home/apt,268,1,11,2022-10-30,0.26,67,315,7,
34584887,Rowan Tree #5 - Your Apartment,125651447,Your Apartment,,Cotham,51.46135,-2.59981,Entire home/apt,316,1,5,2020-07-25,0.11,67,329,0,
34602703,Cotham Apartment Stokes Croft BS6 Bristol Views,2908382,GregandClare,,Cotham,51.46486,-2.5921,Entire home/apt,78,3,49,2022-12-11,1.17,3,303,25,
34697506,Sun drenched. well located- 2 room garden Annex,102749733,Carlos And Vittoria,,Bishopston & Ashley Down,51.48,-2.58541,Entire home/apt,116,2,78,2022-10-03,1.78,1,365,10,
34708584,Big Private double bedroom in family home.,261770998,Sheida,,Horfield,51.49303,-2.5791,Private room,76,4,39,2022-08-19,0.97,2,180,8,
34737780,Spacious & airy family home near Gloucester Rd,261981528,Ian,,Redland,51.47623,-2.5997,Entire home/apt,135,2,11,2022-07-04,0.27,1,0,3,
34781012,Beautiful flat in the heart of Stokes Croft,239308,Rachel,,Ashley,51.46536,-2.5899,Entire home/apt,69,2,9,2019-11-17,0.21,1,0,0,
34830962,Beautiful Central Apartment - Free Secure Parking!,37526160,Adam,,Ashley,51.45964,-2.58497,Entire home/apt,83,2,291,2022-12-27,6.85,4,26,103,
34958631,★Large 4 story  house hidden in Central Bristol★,46399716,Charles,,Central,51.45401,-2.59648,Entire home/apt,85,5,88,2022-06-04,2.05,2,0,17,
34960416,Gorgeous home. Great Location. Off-street Parking.,263414949,Damien,,Cotham,51.46643,-2.60086,Private room,46,1,40,2022-09-05,0.92,1,73,8,
34983469,Lovely Greenbank Garden Flat,119969402,Jennifer,,Easton,51.46658,-2.55772,Entire home/apt,36,2,5,2022-09-16,0.12,1,0,2,
35031335,Double room,138176848,Cristina,,St George Central,51.46634,-2.53347,Private room,35,3,8,2020-01-05,0.19,1,27,0,
35122629,"Lovely room, King Size bed - good for contractors",238268860,Saghi,,Avonmouth & Lawrence Weston,51.49389,-2.64742,Private room,39,3,47,2022-12-11,1.10,3,86,15,
35141531,Rowan Tree #3 - Your Apartment,125651447,Your Apartment,,Cotham,51.46158,-2.60164,Entire home/apt,369,1,14,2022-04-09,0.33,67,130,4,
35145131,Rowan Tree #4 - Your Apartment,125651447,Your Apartment,,Cotham,51.46274,-2.60359,Entire home/apt,218,1,17,2022-08-07,0.40,67,324,4,
35149961,Rowan Tree #2 - Garden Apartment - Your Apartment,125651447,Your Apartment,,Central,51.46172,-2.60336,Entire home/apt,203,1,14,2022-07-07,0.33,67,254,3,
35153861,Rowan Tree #1 - Garden Apartment - Your Apartment,125651447,Your Apartment,,Cotham,51.4628,-2.60349,Entire home/apt,395,1,40,2022-10-24,0.96,67,342,15,
35187289,Find your ZEN!,61538404,Lindon,,Easton,51.46753,-2.55919,Entire home/apt,94,3,14,2021-11-30,0.34,3,0,0,
35265468,Lovely quiet & clean private room in shared house,63388767,Samantha,,Avonmouth & Lawrence Weston,51.48848,-2.67229,Private room,47,1,4,2022-10-14,0.30,2,176,3,
35280084,Light & bright double room in a creative house.,27566850,Sarah,,St George Central,51.45825,-2.52903,Private room,46,1,18,2022-11-22,0.42,1,175,17,
35286646,Comfort,265666736,Antonette,,Lockleaze,51.48499,-2.56752,Entire home/apt,40,1,172,2022-09-28,3.99,1,86,33,
35293612,Chic space close to the amazing Gloucester Road,56484739,Rich,,Redland,51.47706,-2.59755,Entire home/apt,85,2,101,2022-12-19,2.41,1,85,25,
35297082,Lovely Double Room in Bristol w. Private Bathroom,27324664,Zoe,,Brislington West,51.43756,-2.56343,Private room,84,2,38,2022-12-18,0.92,3,116,27,
35336748,Modern apartment in the heart of Bristol,62615406,Toby,,Bedminster,51.4434,-2.62434,Entire home/apt,154,2,22,2022-12-22,0.61,1,241,8,
35343436,"Stylish Spacious Deluxe Garden Flat, Clifton",266084717,Anna,,Clifton,51.45205,-2.61783,Entire home/apt,170,3,110,2022-12-05,2.55,1,260,39,
35396837,X LARGE DOUBLE CENTRAL ROOM COFFEE & TEA MON - FRI,13941584,Som,,Easton,51.45875666066133,-2.556000842769339,Entire home/apt,45,2,15,2022-11-01,0.36,2,0,1,
35403723,Stunning Arty Apartment in the heart of Clifton,44734831,Simon,,Clifton,51.4602,-2.6159,Entire home/apt,125,1,151,2022-12-18,3.57,1,13,58,
35480463,Burlington Apartment Above Whiteladies Road,65192629,Hopewell,,Clifton Down,51.4693,-2.61348,Entire home/apt,103,1,31,2021-05-31,0.73,141,0,0,
35526815,Spacious Central Bristol Apartment- nr Harbourside,126111557,Rachael,,Bedminster,51.43963,-2.60638,Entire home/apt,350,2,24,2021-10-24,0.56,1,175,0,
35533326,"Entire 2 bed house with office, just off North St.",77107257,Becky,,Bedminster,51.43932,-2.60772,Entire home/apt,35,2,52,2022-05-15,1.21,1,0,4,
35589909,Coldharbour Suites  - No 1 - Hopewell,65192629,Hopewell,,Redland,51.48034,-2.60424,Entire home/apt,72,1,11,2021-10-03,0.27,141,364,0,
35590957,Coldharbour Suites- No 2 Studio- Hopewell,65192629,Hopewell,,Westbury-on-Trym & Henleaze,51.48185,-2.60432,Entire home/apt,68,1,24,2022-06-19,0.56,141,0,1,
35591504,Coldharbour Suites - No 3 Studio- Hopewell,65192629,Hopewell,,Redland,51.47967,-2.60482,Entire home/apt,68,1,34,2022-07-17,0.80,141,241,2,
35592702,Coldharbour Suites - No 4 - Hopewell,65192629,Hopewell,,Westbury-on-Trym & Henleaze,51.48118,-2.60608,Entire home/apt,72,1,15,2022-11-28,0.35,141,0,2,
35592983,Coldharbour Suites - No 5 - Hopewell,65192629,Hopewell,,Westbury-on-Trym & Henleaze,51.48041,-2.60705,Entire home/apt,72,1,25,2022-07-31,0.59,141,334,1,
35594330,Coldharbour Suites- No 6 Studio- Hopewell,65192629,Hopewell,,Westbury-on-Trym & Henleaze,51.48058,-2.60719,Entire home/apt,65,1,38,2022-10-30,0.89,141,332,7,
35648245,& Cosy Apartment in the heart of Stokes Croft,101267565,Aneta,,Ashley,51.46416,-2.58679,Entire home/apt,84,1,111,2022-12-04,2.68,22,5,20,
35649114,& Comfortable apartment for small groups,101267565,Aneta,,Ashley,51.46446,-2.58699,Entire home/apt,75,1,152,2022-12-04,3.68,22,25,65,
35675717,Clifton Flat on Royal Park - Beautiful 2 bedroom,43913097,George,,Clifton,51.45742,-2.61658,Entire home/apt,61,2,41,2022-12-12,1.10,1,289,24,
35712169,The Studio,215869954,Tree,,Avonmouth & Lawrence Weston,51.49413,-2.66868,Private room,90,1,125,2022-12-12,2.92,1,80,37,
35734506,"Beautiful, quirky flat in fantastic location",9267640,Liv,,Clifton,51.45095,-2.62367,Entire home/apt,136,3,13,2020-05-02,0.31,1,311,0,
35792139,R4 PRIVATE ROOM ON ATTIC,32862540,Patrycja,,Eastville,51.47383,-2.54917,Private room,58,2,23,2022-11-11,0.54,10,34,3,
35837954,Modern house with great views near centre,1273062,Tim,,Windmill Hill,51.44494,-2.58063,Entire home/apt,200,6,0,,,1,176,0,
35840396,* THE ROOF * Apartment HEART of Bristol,87685789,Anna,,Central,51.4533,-2.59628,Entire home/apt,161,1,126,2022-11-27,3.00,1,63,25,
35891267,⭐️Spacious & Homely 4 bed on Gloucester road⭐️,255356906,Lisa,,Cotham,51.46906,-2.59567,Entire home/apt,802,2,4,2019-08-18,0.09,1,247,0,
35909111,Luxury garden flat in Clifton village with parking,17138780,Andrew,,Clifton,51.45672,-2.61545,Entire home/apt,180,2,210,2022-12-13,4.98,1,158,77,
35950501,Renovated Victorian house with all modern comforts,44194705,Chris,,Windmill Hill,51.4441,-2.5797,Entire home/apt,230,2,58,2022-11-28,1.38,1,357,22,
35995017,Bright and quiet room with great location,152367024,Max,,Windmill Hill,51.4417,-2.57682,Private room,61,2,74,2022-11-27,1.74,1,90,25,
36027135,"Very special, charming cottage in Clifton Village",52621660,Elspeth,,Clifton,51.45349,-2.61504,Entire home/apt,230,1,188,2022-12-15,8.03,1,39,105,
36095209,"Flat, Old City Centre",27954975,Johnie,,Central,51.45471,-2.59323,Entire home/apt,80,2,164,2022-12-09,3.87,3,298,68,
36136866,"A modern, central 2-bed flat with parking!",79986722,Matthew,,Ashley,51.45988,-2.58694,Entire home/apt,139,3,18,2022-10-17,0.44,1,0,6,
36225249,Cosy Apartment in vibrant Easton Bristol,29984985,Ramona,,Easton,51.46951,-2.56393,Entire home/apt,70,2,4,2022-01-02,0.25,1,0,1,
36254645,Stay at the Whiteway.,242316855,Everton,,St George Central,51.46173,-2.53389,Entire home/apt,66,2,66,2022-12-11,1.57,1,354,14,
36266662,Large beautiful family home in central Bristol,40729479,Kate,,Ashley,51.46874,-2.58867,Entire home/apt,350,7,5,2022-07-31,0.14,1,358,1,
36327407,Clifton Spacious 3 Bed Apt&Parking-Simply Check In,122166170,Simply Check In,,Clifton Down,51.46766,-2.61865,Entire home/apt,158,30,49,2022-12-15,1.19,3,159,20,
36347260,Lovely house in quiet leafy NW Bristol suburb,238268860,Saghi,,Avonmouth & Lawrence Weston,51.49361,-2.64789,Entire home/apt,150,2,17,2022-11-27,0.41,3,126,4,
36372196,Old Market Studio's- No 1,65192629,Hopewell,,Lawrence Hill,51.45622,-2.57936,Entire home/apt,64,1,78,2022-12-23,1.85,141,286,17,
36378700,Peaceful cosy room on top of Windmill Hill,23494368,Charlotte,,Windmill Hill,51.43955,-2.59121,Private room,38,6,24,2022-12-10,0.57,2,0,2,
36379273,"Debbie and Momo's small double in light, airy flat",1630718,Debbie,,Filwood,51.42525,-2.58858,Private room,24,2,14,2022-09-27,0.34,1,202,3,
36477018,The Little Blue House - Covid secure!,24760810,Martha And Sam,,Eastville,51.47893,-2.5381,Entire home/apt,56,2,97,2022-12-03,2.32,1,133,24,
36558333,Stylish Family House near City Centre - Bristol,47836893,Helen,,Knowle,51.43756,-2.5724,Entire home/apt,140,5,3,2022-08-21,0.08,2,16,1,
36600421,Central Haven: a cosy quirky nest,28931720,Sarah,,Ashley,51.46279,-2.58885,Entire home/apt,136,2,27,2022-11-27,0.66,2,0,11,
36624296,Old Market Studios - Number 2,65192629,Hopewell,,Lawrence Hill,51.45523,-2.58032,Entire home/apt,76,1,96,2022-12-11,2.28,141,349,42,
36624963,Bright Modern Two Bed with Parking,65192629,Hopewell,,Cotham,51.46758,-2.60203,Entire home/apt,118,1,44,2022-10-16,1.05,141,331,8,
36833289,Beautiful spacious cottage with hot tub.,146425738,Catherine,,Bishopsworth,51.42084,-2.63087,Entire home/apt,220,2,193,2022-12-12,4.66,2,140,70,
36836671,Spacious sunny 3 bedroom flat in Bishopston,276863622,Kathy,,Redland,51.4776,-2.59364,Entire home/apt,110,2,98,2022-10-22,2.35,1,344,52,
36858322,York Gardens,125651447,Your Apartment,,Clifton,51.45404,-2.62114,Entire home/apt,152,1,44,2022-11-11,1.10,67,353,21,
36864839,"Minimalist 2 Bed Home in Gloucester Road, Bristol",4267869,Adela,,Redland,51.47191,-2.59218,Entire home/apt,73,2,103,2022-12-23,2.55,1,353,29,
36865282,Your Apartment The Loft - #8,125651447,Your Apartment,,Lawrence Hill,51.457,-2.58363,Entire home/apt,128,1,8,2022-12-06,0.20,67,331,6,
36927764,Cute double room,277557819,Jemma,,Southmead,51.50089,-2.60993,Private room,48,1,41,2022-12-04,1.00,1,363,21,
36968595,"Friendly popular area,near Bristol City Centre",40474073,Georgia,,Windmill Hill,51.44081,-2.58018,Private room,53,1,213,2022-12-16,5.13,1,71,78,
37230992,"Sunny, elegant Clifton Village flat",19436350,Rebecca,,Clifton,51.45661,-2.61034,Entire home/apt,136,1,51,2022-09-19,1.27,1,133,11,
37244218,Light homely 1-bed flat on North St with terrace,29126981,Lauren,,Bedminster,51.44014,-2.60532,Entire home/apt,94,3,11,2022-08-31,0.29,2,0,4,
37244950,Fantastic City Centre Apartment,126944043,Aaron,,Central,51.46104,-2.59364,Entire home/apt,90,4,27,2022-12-19,1.40,2,360,6,
37267843,Comfortable stay in Bristol. Close to town centre.,244565378,Dennis,,Frome Vale,51.48596,-2.55148,Private room,75,1,1,2019-08-04,0.02,1,365,0,
37281952,"Great location. Newly built, warm and welcoming.",82286397,Caroline,,Redland,51.47552,-2.59123,Private room,130,2,16,2022-02-27,0.42,3,86,1,
37283863,Fantastic home from home,126944043,Aaron,,Hengrove & Whitchurch Park,51.41623,-2.56591,Entire home/apt,60,2,13,2020-07-24,0.32,2,176,0,
37379623,The Armidale : fantastic central two-bed flat,279218091,Chris,,Ashley,51.46667,-2.58902,Entire home/apt,85,28,17,2021-11-07,0.41,1,62,0,
37479156,Grade II Listed Converted Chapel in Old Market,41613173,Sophie,,Lawrence Hill,51.457401,-2.579705,Entire home/apt,179,2,56,2022-12-04,1.36,1,0,39,
37483548,Creative & comfy home with parking and garden,3138136,Tiffany,,Filwood,51.43034,-2.60182,Entire home/apt,93,2,106,2022-12-27,2.61,1,48,60,
37514733,A cosy family home in Windmill Hill,278829110,Angela,,Windmill Hill,51.43573,-2.59836,Entire home/apt,117,2,47,2021-10-17,1.15,1,0,0,
37533891,Cosy single. Parking. Breakfast. Stunning view.,21295528,Helen,,Southville,51.44194,-2.60877,Private room,38,2,11,2022-12-17,0.30,3,195,7,
37545857,SACO Bristol Broad Quay - Superior Studio,282688142,SACO Bristol,,Hotwells & Harbourside,51.45131,-2.59804,Private room,110,1,3,2021-05-09,0.08,10,0,0,
37545893,SACO Bristol Broad Quay - Two Bedroom Apartment,282688142,SACO Bristol,,Central,51.45314,-2.59775,Private room,150,1,19,2022-09-14,0.66,10,0,10,
37545960,SACO Bristol Broad Quay - Penthouse Apartment,282688142,SACO Bristol,,Central,51.45158,-2.59632,Private room,210,1,3,2022-02-19,0.11,10,0,1,
37546142,SACO Bristol Broad Quay - One bedroom apartment,282688142,SACO Bristol,,Central,51.45303,-2.5978,Private room,110,1,2,2021-11-28,0.05,10,0,0,
37546181,SACO Bristol Broad Quay - Two Bed Superior,282688142,SACO Bristol,,Central,51.45316,-2.59622,Private room,157,1,38,2022-08-14,0.96,10,0,21,
37546260,SACO Bristol Broad Quay One Bed Superior Apartment,282688142,SACO Bristol,,Central,51.45174,-2.59761,Private room,120,1,10,2022-04-29,0.29,10,0,3,
37546449,SACO Bristol Broad Quay - One Bed Club Sofa,282688142,SACO Bristol,,Central,51.45113,-2.59768,Private room,125,1,6,2022-04-13,0.22,10,0,1,
37546523,SACO Bristol Broad Quay Studio Apartment,282688142,SACO Bristol,,Central,51.45188,-2.59611,Private room,100,1,99,2022-09-05,2.80,10,0,46,
37546566,SACO Bristol Broad Quay - Three Bedroom Apartment,282688142,SACO Bristol,,Central,51.45113,-2.59652,Private room,252,1,38,2022-09-03,0.99,10,0,17,
37580315,Charming Southville House with Garden,65192629,Hopewell,,Southville,51.44423,-2.60343,Entire home/apt,88,1,52,2022-11-30,1.29,141,46,29,
37626311,Frederick's Place - No.4,125651447,Your Apartment,,Clifton,51.45565,-2.61015,Entire home/apt,187,1,8,2022-08-20,0.56,67,169,4,
37626970,Frederick's Place - No.3,125651447,Your Apartment,,Clifton,51.45689,-2.61018,Entire home/apt,198,1,13,2022-09-21,0.32,67,298,3,
37627244,Frederick's Place - No.5,125651447,Your Apartment,,Clifton,51.45721,-2.61163,Entire home/apt,169,1,7,2020-08-12,0.17,67,343,0,
37627692,Frederick's Place - No.6,125651447,Your Apartment,,Clifton,51.4559,-2.61158,Entire home/apt,230,1,11,2022-07-13,0.27,67,264,5,
37672505,Banksy's hometown!,61538404,Lindon,,Easton,51.46862,-2.56016,Entire home/apt,68,3,16,2022-09-19,0.41,3,0,7,
37673308,Charming self-contained Clifton flat with parking,56069608,Penny,,Clifton Down,51.46289,-2.61187,Entire home/apt,142,1,229,2022-12-18,5.59,1,351,87,
37733491,Arthur Milton Townhouse - Hopewell,65192629,Hopewell,,Bishopston & Ashley Down,51.47893,-2.58209,Entire home/apt,118,1,121,2022-12-23,3.07,141,29,68,
37745165,"Large 2 bedroom, sleeps 6 - City Centre",125651447,Your Apartment,,Lawrence Hill,51.45519,-2.58215,Entire home/apt,165,1,24,2022-09-05,0.60,67,355,9,
37748115,Beautiful Georgian Apartment in a Central Location,54559330,Sam,,Ashley,51.46493,-2.5824,Entire home/apt,91,3,2,2022-09-05,0.47,2,129,2,
37762338,Lawrence Hill Apartments  - No 1,65192629,Hopewell,,Lawrence Hill,51.45884,-2.56446,Entire home/apt,65,1,39,2022-12-16,0.99,141,362,8,
37763876,Lawrence Hill Apts -No2,65192629,Hopewell,,Lawrence Hill,51.45722,-2.56498,Entire home/apt,68,1,47,2022-12-04,1.17,141,362,11,
37923326,Studio Apartment at SACO Bristol West India House,287107471,SACO Bristol West India,,Central,51.45286,-2.59284,Entire home/apt,114,7,269,2022-12-12,7.56,4,342,134,
37932575,Clifton Georgian Balcony Apt - Simply Check In,122166170,Simply Check In,,Clifton,51.45329,-2.62097,Entire home/apt,156,2,93,2022-12-11,2.34,3,156,25,
37960390,One Bed Apartment at SACO Bristol West India House,287107471,SACO Bristol West India,,Central,51.45256,-2.59175,Entire home/apt,165,7,41,2022-09-19,1.06,4,258,16,
37978941,Sandbed House - Sleeps 6.,236481623,Mairead,,Ashley,51.46802,-2.57183,Entire home/apt,231,2,162,2022-12-12,4.07,34,350,64,
